1769059577.543862,3495.505281595838
1769059578.048349,3488.9390365704458
1769059578.554147,3481.1005639951986
1769059579.0585039,3476.4651152696356
1769059579.564737,3471.1103569070865
1769059580.070782,3478.2152636670653
1769059580.573635,3476.2064910429126
1769059581.079883,3483.952148150307
1769059581.5831559,3491.9584452821655
1769059582.08932,3495.6430976062934
1769059582.5955148,3491.8786392973793
1769059583.1004622,3494.703423929585
1769059583.60413,3489.4508417163365
1769059584.10938,3483.122959874651
1769059584.615409,3482.8899253412255
1769059585.116713,3491.4586893162846
1769059585.622666,3493.1108747621233
1769059586.128733,3489.4768474342386
1769059586.634022,3495.6599155429008
1769059587.140327,3493.9196923101
1769059587.6465569,3491.490464362575
1769059588.151872,3489.3537947954314
1769059588.658154,3480.9040246449053
1769059589.162503,3471.3733010849246
1769059589.666613,3474.595156201949
1769059590.1727161,3472.3840304377604
1769059590.679195,3474.573362528335
1769059591.18325,3481.1197031206107
1769059591.6894982,3485.282369827952
1769059592.1957161,3477.3897804653798
1769059592.702003,3480.2373611095977
1769059593.2083259,3486.6393721444383
1769059593.714441,3485.0365573370555
1769059594.2206101,3487.836067906235
1769059594.726602,3482.1422184349994
1769059595.23281,3490.182432033849
1769059595.7373922,3494.965738139813
1769059596.243562,3494.544606200511
1769059596.749781,3497.7859676622907
1769059597.2512798,3492.7819035048947
1769059597.754557,3494.5610713024676
1769059598.258247,3495.572941230598
1769059598.764551,3503.8273971021745
1769059599.270986,3504.948549591274
1769059599.7773492,3497.3193884283783
1769059600.283403,3495.9330164932
1769059600.788318,3486.816449667569
1769059601.294572,3485.7582531188405
1769059601.8008661,3476.2887471465274
1769059602.307053,3481.957724017331
1769059602.8124318,3481.0864208739927
1769059603.3145878,3477.34188880675
1769059603.82098,3474.8653502691122
1769059604.323172,3470.863004832211
1769059604.82909,3469.3182357300648
1769059605.333722,3461.1488929650654
1769059605.836689,3457.676082207371
1769059606.34096,3454.8738887679783
1769059606.844291,3458.329191314717
1769059607.350375,3468.15248474567
1769059607.854576,3466.43092645002
1769059608.359243,3470.302103809087
1769059608.862397,3465.3580651396574
1769059609.368599,3458.6380761339315
1769059609.874954,3458.5329854018632
1769059610.381095,3451.4898226966216
1769059610.8874218,3448.5370446699812
1769059611.39232,3446.1082865471826
1769059611.893781,3443.909901453268
1769059612.399883,3442.925801746651
1769059612.904379,3445.1907675156144
1769059613.4105668,3451.01122902787
1769059613.9124749,3456.2400405623653
1769059614.4178429,3451.1431810036606
1769059614.921083,3454.9172545960732
1769059615.427268,3454.0043214229686
1769059615.9332008,3458.1173638359264
1769059616.438283,3463.55191447625
1769059616.944575,3462.5574903833203
1769059617.449919,3455.8762276472066
1769059617.956162,3459.151440733996
1769059618.4625669,3462.0539356645854
1769059618.966922,3460.1436364203737
1769059619.470693,3461.92714461659
1769059619.974858,3457.3767594936107
1769059620.479948,3460.0558195107988
1769059620.984223,3456.8991556852507
1769059621.490367,3465.2407839584353
1769059621.997303,3460.890591706784
1769059622.503569,3462.3699950331825
1769059623.00964,3464.1980803345673
1769059623.512359,3465.0483904392363
1769059624.017184,3473.9156334275785
1769059624.5225952,3474.0304743456927
1769059625.025794,3474.610758970929
1769059625.532305,3469.1148954052956
1769059626.034126,3471.0824071888296
1769059626.536459,3472.7135198253204
1769059627.038257,3470.211103506273
1769059627.543736,3470.409440828719
1769059628.044929,3469.359711451246
1769059628.551106,3472.792000255166
1769059629.0550551,3476.953283915849
1769059629.559063,3485.2351939393043
1769059630.0653188,3493.9234708602735
1769059630.568198,3486.1456725954035
1769059631.073997,3479.978571167285
1769059631.5803149,3472.488546466097
1769059632.086659,3468.452167191073
1769059632.5876942,3467.0669737823923
1769059633.089845,3469.849794772172
1769059633.59217,3478.215730936056
1769059634.097392,3474.530591165566
1769059634.6032152,3483.138780187232
1769059635.1072981,3488.5729095670135
1769059635.612789,3478.585097393809
1769059636.119037,3475.00097709295
1769059636.625463,3481.29626125005
1769059637.1289659,3478.0290835252426
1769059637.6347468,3479.082153486749
1769059638.1361039,3481.7111689372036
1769059638.640275,3488.526961859291
1769059639.1465201,3481.009539816338
1769059639.6507342,3476.1474699461264
1769059640.154442,3475.648917776516
